what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456931389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456931519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456936226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456936256
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456938849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456938919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456941433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456941453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456943496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456943586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456946681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456946771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456950146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456952870
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1338456955093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338456956635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338456960140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456966439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456982202
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1338456984966
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1338456985086
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1338456985366
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1338456986278
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338456986708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456990414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456994660
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338456996132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456997293
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1338456999006
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1338456999006
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338456999256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338456999306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1338456999316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457007288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457010703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457018915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457023882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457028869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457137846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457139588
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1338457161242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457166974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1338457171934
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338457174334
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338457174379
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1338457179509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457180562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457180700
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1338457182574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457183595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457183742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338457187246
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338457190029
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338457191432
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338457191486
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1338457195600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457203053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457203053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457203121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457206551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457208145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457208145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457208222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338457239489
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1338457242700
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338457243940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338457255115
