what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338416553811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416554983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416557376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338416560540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338416562368
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1338416567193
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338416569044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416571603
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416571653
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416571653
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416572703
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416572703
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1338416573358
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416573358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416576501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416580577
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338416580586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416581737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338416582514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416583022
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416583085
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416583138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416583906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416589182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338416590595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416591488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416594492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338416597436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416603708
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416603827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416606958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416607044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416610604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416610724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416615641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416615741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416619627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416619707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416621730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416621830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338416626467
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1338416634478
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1338416643271
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1338416646646
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1338416646646
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1338416646656
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1338416646666
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416649710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416666174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416695155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416704929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416711749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1338416711759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416715685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416724127
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416724187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338416724227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338416729345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338416734662
